image_path,label,lm_0_x,lm_0_y,lm_0_z,lm_0_visability,lm_1_x,lm_1_y,lm_1_z,lm_1_visability,lm_2_x,lm_2_y,lm_2_z,lm_2_visability,lm_3_x,lm_3_y,lm_3_z,lm_3_visability,lm_4_x,lm_4_y,lm_4_z,lm_4_visability,lm_5_x,lm_5_y,lm_5_z,lm_5_visability,lm_6_x,lm_6_y,lm_6_z,lm_6_visability,lm_7_x,lm_7_y,lm_7_z,lm_7_visability,lm_8_x,lm_8_y,lm_8_z,lm_8_visability,lm_9_x,lm_9_y,lm_9_z,lm_9_visability,lm_10_x,lm_10_y,lm_10_z,lm_10_visability,lm_11_x,lm_11_y,lm_11_z,lm_11_visability,lm_12_x,lm_12_y,lm_12_z,lm_12_visability,lm_13_x,lm_13_y,lm_13_z,lm_13_visability,lm_14_x,lm_14_y,lm_14_z,lm_14_visability,lm_15_x,lm_15_y,lm_15_z,lm_15_visability,lm_16_x,lm_16_y,lm_16_z,lm_16_visability,lm_17_x,lm_17_y,lm_17_z,lm_17_visability,lm_18_x,lm_18_y,lm_18_z,lm_18_visability,lm_19_x,lm_19_y,lm_19_z,lm_19_visability,lm_20_x,lm_20_y,lm_20_z,lm_20_visability,lm_21_x,lm_21_y,lm_21_z,lm_21_visability,lm_22_x,lm_22_y,lm_22_z,lm_22_visability,lm_23_x,lm_23_y,lm_23_z,lm_23_visability,lm_24_x,lm_24_y,lm_24_z,lm_24_visability,lm_25_x,lm_25_y,lm_25_z,lm_25_visability,lm_26_x,lm_26_y,lm_26_z,lm_26_visability,lm_27_x,lm_27_y,lm_27_z,lm_27_visability,lm_28_x,lm_28_y,lm_28_z,lm_28_visability,lm_29_x,lm_29_y,lm_29_z,lm_29_visability,lm_30_x,lm_30_y,lm_30_z,lm_30_visability,lm_31_x,lm_31_y,lm_31_z,lm_31_visability,lm_32_x,lm_32_y,lm_32_z,lm_32_visability
dataset\badform\302.jpg,1,-0.40014463663101196,-0.4021751582622528,-0.1435835063457489,0.9999765753746033,-0.39579930901527405,-0.4461243450641632,-0.16310760378837585,0.9999856352806091,-0.3953120708465576,-0.44676369428634644,-0.16215059161186218,0.9999895691871643,-0.39578115940093994,-0.44684669375419617,-0.16231350600719452,0.9999884366989136,-0.40782129764556885,-0.44230011105537415,-0.13162454962730408,0.9999687671661377,-0.4080462157726288,-0.44266608357429504,-0.13328440487384796,0.9999710321426392,-0.4088815450668335,-0.44391393661499023,-0.13190731406211853,0.9999704360961914,-0.28334277868270874,-0.4877420961856842,-0.1658913940191269,0.9999949336051941,-0.35820478200912476,-0.4703322947025299,-0.03254792466759682,0.9999896883964539,-0.344949871301651,-0.4030037522315979,-0.14189814031124115,0.999996542930603,-0.3651467263698578,-0.39735934138298035,-0.10296481847763062,0.9999807476997375,-0.06509998440742493,-0.40902042388916016,-0.09467146545648575,0.9999974370002747,-0.32233986258506775,-0.3750609755516052,0.08069322258234024,0.9998612999916077,0.14497579634189606,-0.3943637013435364,-0.2356492578983307,0.9989526271820068,-0.40652668476104736,-0.37861981987953186,0.3384915292263031,0.7697489261627197,0.14465580880641937,-0.4721413552761078,-0.3814113736152649,0.9853522181510925,-0.6164844632148743,-0.41450056433677673,0.48322486877441406,0.8654759526252747,0.15708783268928528,-0.48383140563964844,-0.3992939591407776,0.9521892070770264,-0.6468926072120667,-0.41796040534973145,0.5191493630409241,0.783412754535675,0.13051342964172363,-0.4752984344959259,-0.4134860336780548,0.9507911205291748,-0.6502463817596436,-0.40733012557029724,0.5105466842651367,0.7796668410301208,0.13447058200836182,-0.4686407744884491,-0.38772493600845337,0.930192768573761,-0.6195049285888672,-0.4101009964942932,0.49124616384506226,0.7787122130393982,0.09914790838956833,-0.020900212228298187,-0.06272536516189575,0.9999388456344604,-0.1001904234290123,0.020557742565870285,0.06320628523826599,0.9998342394828796,-0.054030563682317734,0.23856908082962036,-0.38027581572532654,0.9951807260513306,-0.27645745873451233,0.195786252617836,-0.14445732533931732,0.9693674445152283,0.08129408955574036,0.5705159306526184,-0.4426928162574768,0.9930693507194519,-0.17827492952346802,0.5718890428543091,-0.20529094338417053,0.9548439979553223,0.10381966829299927,0.6156684160232544,-0.4501451551914215,0.9759129285812378,-0.16491565108299255,0.6251159310340881,-0.21550461649894714,0.9499399662017822,0.04201142489910126,0.7000513672828674,-0.5411633253097534,0.9921491146087646,-0.2740710377693176,0.7143351435661316,-0.28503021597862244,0.9713264107704163
dataset\badform\303.jpg,1,-0.41124531626701355,-0.38159605860710144,-0.1692991852760315,0.9999787211418152,-0.4086941182613373,-0.42658355832099915,-0.180598184466362,0.9999868869781494,-0.40825125575065613,-0.4272020161151886,-0.17970778048038483,0.9999905228614807,-0.4087037146091461,-0.4272368848323822,-0.17988644540309906,0.9999894499778748,-0.4250240623950958,-0.4182967245578766,-0.15123474597930908,0.9999716281890869,-0.42528101801872253,-0.41851818561553955,-0.1530553549528122,0.9999736547470093,-0.42616111040115356,-0.41977933049201965,-0.1515055149793625,0.9999731183052063,-0.2965880036354065,-0.4760867655277252,-0.1665603220462799,0.9999954104423523,-0.39014750719070435,-0.44133564829826355,-0.03369956091046333,0.9999905824661255,-0.3549004793167114,-0.3868676722049713,-0.1580011397600174,0.9999968409538269,-0.3803410828113556,-0.3755725026130676,-0.12203498929738998,0.999982476234436,-0.07814481854438782,-0.39888498187065125,-0.09302015602588654,0.9999974966049194,-0.34268712997436523,-0.3600972294807434,0.07933749258518219,0.9998653531074524,0.13388341665267944,-0.38225728273391724,-0.23999786376953125,0.9989967942237854,-0.4175218641757965,-0.3770393133163452,0.33866795897483826,0.777608335018158,0.12763221561908722,-0.4644961357116699,-0.38457971811294556,0.9860318303108215,-0.6296584010124207,-0.4164760112762451,0.47756078839302063,0.8748586773872375,0.13777104020118713,-0.4794934391975403,-0.40213948488235474,0.9538175463676453,-0.6586220264434814,-0.41981038451194763,0.5099836587905884,0.797310471534729,0.10918813943862915,-0.47063586115837097,-0.4141462743282318,0.9527220726013184,-0.6649983525276184,-0.4085889160633087,0.5020142793655396,0.793925404548645,0.11545434594154358,-0.4610845744609833,-0.39006102085113525,0.9330871105194092,-0.6346428394317627,-0.4116627871990204,0.48207440972328186,0.7926751375198364,0.09926591068506241,-0.021391747519373894,-0.0630960538983345,0.9999326467514038,-0.100340835750103,0.021014900878071785,0.06357824057340622,0.9998201727867126,-0.05565734580159187,0.22208404541015625,-0.41876083612442017,0.9951536655426025,-0.2765100300312042,0.18610715866088867,-0.16663268208503723,0.9690951108932495,0.07570426166057587,0.5407377481460571,-0.4405903220176697,0.9927207827568054,-0.18066807091236115,0.5570361018180847,-0.18532505631446838,0.9525579810142517,0.09834609180688858,0.5847522020339966,-0.444321870803833,0.9749810695648193,-0.16791726648807526,0.6103199124336243,-0.19156868755817413,0.9485950469970703,0.032152872532606125,0.6781589388847351,-0.538352906703949,0.9917871952056885,-0.2738659381866455,0.7004398107528687,-0.26250478625297546,0.9693727493286133
dataset\badform\304.jpg,1,-0.43758949637413025,-0.3566465675830841,-0.2061612904071808,0.9999801516532898,-0.43512022495269775,-0.40028640627861023,-0.221819669008255,0.999987781047821,-0.4346647262573242,-0.4007307291030884,-0.22096942365169525,0.9999911785125732,-0.43515855073928833,-0.4008520543575287,-0.2209782898426056,0.9999901056289673,-0.446811705827713,-0.3945874273777008,-0.18862083554267883,0.999973714351654,-0.44714224338531494,-0.39496099948883057,-0.19047656655311584,0.9999756813049316,-0.4481603801250458,-0.3961741328239441,-0.18886680901050568,0.9999752044677734,-0.3189567029476166,-0.44556811451911926,-0.22180330753326416,0.9999957084655762,-0.394582062959671,-0.4234473407268524,-0.08251486718654633,0.9999913573265076,-0.3805289566516876,-0.36006054282188416,-0.20355892181396484,0.9999970197677612,-0.40066269040107727,-0.35232046246528625,-0.1632958948612213,0.9999836087226868,-0.08283846080303192,-0.3817000687122345,-0.13953551650047302,0.9999974370002747,-0.34878459572792053,-0.35293060541152954,0.034955207258462906,0.9998700618743896,0.13816043734550476,-0.383737713098526,-0.27467063069343567,0.9989774227142334,-0.42765647172927856,-0.37681177258491516,0.3187157213687897,0.7832167148590088,0.13212506473064423,-0.4570731818675995,-0.38682517409324646,0.9850038290023804,-0.6448693871498108,-0.39865243434906006,0.47472918033599854,0.8776716589927673,0.14035947620868683,-0.473381906747818,-0.40361273288726807,0.9492488503456116,-0.6794939041137695,-0.40285006165504456,0.5049116015434265,0.7999193072319031,0.11092253774404526,-0.46516963839530945,-0.41130897402763367,0.9480409026145935,-0.685763418674469,-0.386871337890625,0.49838387966156006,0.7967615127563477,0.11951280385255814,-0.45294255018234253,-0.39180096983909607,0.926906168460846,-0.6519299745559692,-0.3905642330646515,0.4792323410511017,0.7958099842071533,0.09967329353094101,-0.021120119839906693,-0.06458155810832977,0.999928891658783,-0.10080961138010025,0.02071456052362919,0.06508493423461914,0.999817430973053,-0.05613171309232712,0.2082243412733078,-0.4233330190181732,0.995215117931366,-0.2775704562664032,0.1637544184923172,-0.16454492509365082,0.9694129824638367,0.07588326185941696,0.5285205841064453,-0.43252936005592346,0.9924837350845337,-0.20958322286605835,0.537083089351654,-0.1747448742389679,0.9532533884048462,0.09880096465349197,0.5741556882858276,-0.4363517165184021,0.9750574231147766,-0.20045869052410126,0.5926817655563354,-0.18000036478042603,0.9496618509292603,0.0342409648001194,0.657487690448761,-0.5357358455657959,0.9916539788246155,-0.3144512474536896,0.6770186424255371,-0.2550172507762909,0.9697403907775879
dataset\badform\305.jpg,1,-0.43971166014671326,-0.33559802174568176,-0.2109801471233368,0.9999802708625793,-0.4389564096927643,-0.3787655830383301,-0.23084348440170288,0.9999881982803345,-0.43855375051498413,-0.37912464141845703,-0.22994737327098846,0.9999914169311523,-0.43903183937072754,-0.3793102204799652,-0.2299642562866211,0.9999903440475464,-0.44785240292549133,-0.37504321336746216,-0.19610172510147095,0.9999741911888123,-0.44821926951408386,-0.3754619359970093,-0.1979384422302246,0.9999762773513794,-0.4492515027523041,-0.37664687633514404,-0.19645379483699799,0.9999759793281555,-0.32417798042297363,-0.4248037040233612,-0.24510051310062408,0.9999958872795105,-0.3908654451370239,-0.41111138463020325,-0.10141166299581528,0.9999917149543762,-0.38304856419563293,-0.33916687965393066,-0.2136261910200119,0.9999971389770508,-0.39983507990837097,-0.333915114402771,-0.17156139016151428,0.9999841451644897,-0.0815199464559555,-0.3692569434642792,-0.1629776805639267,0.9999974370002747,-0.3470956087112427,-0.34610339999198914,0.010135452263057232,0.9998721480369568,0.14025776088237762,-0.3839361071586609,-0.31412726640701294,0.9989262819290161,-0.4254472255706787,-0.3735005259513855,0.2840978503227234,0.7848167419433594,0.12622220814228058,-0.4557204842567444,-0.42078670859336853,0.983855664730072,-0.6417475342750549,-0.38847219944000244,0.4592631757259369,0.8760360479354858,0.12680965662002563,-0.47245949506759644,-0.43722718954086304,0.9451289176940918,-0.6787069439888,-0.3940739333629608,0.49818897247314453,0.7970731258392334,0.09394697844982147,-0.46402302384376526,-0.43573975563049316,0.943314790725708,-0.6844313144683838,-0.3736211657524109,0.48741626739501953,0.7936418652534485,0.11045703291893005,-0.45144787430763245,-0.4229770302772522,0.920096755027771,-0.6493184566497803,-0.3790295124053955,0.4622727632522583,0.793765664100647,0.09963154047727585,-0.020695539191365242,-0.06578604876995087,0.9999300837516785,-0.10078893601894379,0.020283972844481468,0.06626925617456436,0.9998180866241455,-0.06047813594341278,0.19429567456245422,-0.4249289333820343,0.9951832890510559,-0.2791636884212494,0.13164766132831573,-0.15726438164710999,0.9675614237785339,0.07730519026517868,0.5128803849220276,-0.4284592270851135,0.9920993447303772,-0.21392406523227692,0.5094839334487915,-0.1692008674144745,0.9509946703910828,0.10135411471128464,0.5588186383247375,-0.43299466371536255,0.9749472737312317,-0.20440798997879028,0.5658934116363525,-0.1734834909439087,0.9479265213012695,0.03504950553178787,0.6429542303085327,-0.5267683863639832,0.991303026676178,-0.31469395756721497,0.6545158624649048,-0.22833053767681122,0.9679343104362488
dataset\badform\306.jpg,1,-0.44728899002075195,-0.3423156142234802,-0.13599590957164764,0.9999801516532898,-0.44567540287971497,-0.3802712559700012,-0.1586834043264389,0.9999883770942688,-0.4452722668647766,-0.38053569197654724,-0.15763407945632935,0.9999915361404419,-0.4457084834575653,-0.3809303045272827,-0.1575297713279724,0.9999905824661255,-0.45248275995254517,-0.38421913981437683,-0.12158440798521042,0.99997478723526,-0.45276421308517456,-0.384707510471344,-0.12336519360542297,0.9999769926071167,-0.453787624835968,-0.38572683930397034,-0.12211358547210693,0.9999768733978271,-0.3293856680393219,-0.4338189661502838,-0.19451892375946045,0.9999959468841553,-0.38848522305488586,-0.4242567718029022,-0.0445563942193985,0.9999919533729553,-0.39094868302345276,-0.34213951230049133,-0.14761006832122803,0.9999971389770508,-0.4046306908130646,-0.3414624035358429,-0.10379987210035324,0.9999841451644897,-0.08994833379983902,-0.37410882115364075,-0.15719163417816162,0.9999974966049194,-0.3466107249259949,-0.3478397727012634,0.058927953243255615,0.9998710751533508,0.13520613312721252,-0.3883635103702545,-0.30592724680900574,0.9988340139389038,-0.422682523727417,-0.3734560012817383,0.34167051315307617,0.7676106691360474,0.12521244585514069,-0.4572233557701111,-0.42273610830307007,0.9839422106742859,-0.6339674592018127,-0.38892871141433716,0.5305384397506714,0.8681535124778748,0.12581728398799896,-0.47429776191711426,-0.4445403218269348,0.9460921287536621,-0.6741400361061096,-0.3944230079650879,0.5681477189064026,0.791378915309906,0.09599505364894867,-0.4659925699234009,-0.4469755291938782,0.9441072940826416,-0.6794613599777222,-0.37526270747184753,0.5630215406417847,0.7874366044998169,0.11080325394868851,-0.4532126486301422,-0.4267749786376953,0.9203595519065857,-0.6416224837303162,-0.380673885345459,0.5347296595573425,0.7863547205924988,0.09800221771001816,-0.02049447037279606,-0.06835359334945679,0.9999328851699829,-0.09916980564594269,0.020120350643992424,0.06875615566968918,0.9998253583908081,-0.09186410158872604,0.1959504336118698,-0.41554588079452515,0.9951820373535156,-0.29246556758880615,0.13423055410385132,-0.1334814578294754,0.9658646583557129,0.07251863181591034,0.5146726965904236,-0.4248643219470978,0.9923875331878662,-0.22167858481407166,0.5185537338256836,-0.15659111738204956,0.9499095678329468,0.09791921079158783,0.5605069994926453,-0.42858994007110596,0.9759293794631958,-0.2123853862285614,0.5749361515045166,-0.16386212408542633,0.9471439123153687,0.024061962962150574,0.6504785418510437,-0.52392578125,0.9916703104972839,-0.32301974296569824,0.6635119915008545,-0.2175832986831665,0.968036413192749
dataset\badform\307.jpg,1,-0.4317120313644409,-0.3622942566871643,-0.137159064412117,0.9999780058860779,-0.43397489190101624,-0.40261971950531006,-0.15942580997943878,0.9999866485595703,-0.43368709087371826,-0.4029825031757355,-0.1584429293870926,0.9999904036521912,-0.4340555965900421,-0.40339016914367676,-0.1585056632757187,0.9999892711639404,-0.44230586290359497,-0.39955204725265503,-0.1227664053440094,0.9999706745147705,-0.4426056742668152,-0.40008413791656494,-0.12459201365709305,0.9999733567237854,-0.44355496764183044,-0.4010670483112335,-0.12307634949684143,0.9999727010726929,-0.3200017809867859,-0.46315816044807434,-0.19460974633693695,0.9999954700469971,-0.3803679049015045,-0.4370976686477661,-0.04585782065987587,0.9999904036521912,-0.3741939663887024,-0.36919400095939636,-0.1492164134979248,0.9999969601631165,-0.38919851183891296,-0.36153173446655273,-0.10502392053604126,0.9999822378158569,-0.07257594913244247,-0.40135878324508667,-0.15380430221557617,0.9999974966049194,-0.33099010586738586,-0.3488333225250244,0.05197073891758919,0.9998654723167419,0.1570611149072647,-0.3972620964050293,-0.2999173402786255,0.9988695383071899,-0.3790646195411682,-0.3380676507949829,0.2624914050102234,0.7768637537956238,0.14154115319252014,-0.46565720438957214,-0.43183398246765137,0.9845121502876282,-0.5652865767478943,-0.38474172353744507,0.3641236424446106,0.8719997406005859,0.1373032033443451,-0.47951212525367737,-0.4549764096736908,0.9475219249725342,-0.5959584712982178,-0.39455917477607727,0.3875289857387543,0.7936813831329346,0.10844021290540695,-0.47392699122428894,-0.4565638303756714,0.9454488158226013,-0.6127565503120422,-0.3778611719608307,0.382820725440979,0.7884463667869568,0.1266714632511139,-0.4630368649959564,-0.4354834258556366,0.9218695163726807,-0.5744598507881165,-0.38043147325515747,0.36461761593818665,0.7860375046730042,0.09807483851909637,-0.02076840028166771,-0.06758829206228256,0.999933123588562,-0.09923290461301804,0.020427783951163292,0.06796782463788986,0.9998201131820679,-0.0829608142375946,0.24961142241954803,-0.37958282232284546,0.9948914051055908,-0.2875331938266754,0.2048301249742508,-0.1337374746799469,0.9656672477722168,0.07745335251092911,0.5806960463523865,-0.4226292669773102,0.9923379421234131,-0.21086452901363373,0.5835287570953369,-0.15515069663524628,0.9472915530204773,0.10248015075922012,0.6251938939094543,-0.42666807770729065,0.974755048751831,-0.1997871845960617,0.6365635991096497,-0.1617024689912796,0.9422038197517395,0.028908638283610344,0.7057684063911438,-0.5308812856674194,0.9914741516113281,-0.29285094141960144,0.7286686897277832,-0.22304636240005493,0.9662251472473145
dataset\badform\323.jpg,1,-0.38562506437301636,-0.3996548056602478,-0.13850080966949463,0.9999769926071167,-0.38887301087379456,-0.4399351179599762,-0.15810978412628174,0.9999856352806091,-0.38852494955062866,-0.4403420388698578,-0.15718412399291992,0.9999897480010986,-0.3889603614807129,-0.44068408012390137,-0.15728099644184113,0.9999884963035583,-0.3992156684398651,-0.4348423182964325,-0.12322217971086502,0.999968945980072,-0.399482786655426,-0.43536028265953064,-0.12499836087226868,0.999971866607666,-0.40038925409317017,-0.4363756775856018,-0.12370524555444717,0.9999711513519287,-0.27674543857574463,-0.4943842589855194,-0.1791885942220688,0.9999951720237732,-0.34138306975364685,-0.47054576873779297,-0.03653251752257347,0.9999896883964539,-0.3278764486312866,-0.40652379393577576,-0.14560088515281677,0.9999967217445374,-0.3449991047382355,-0.3983421325683594,-0.10319118201732635,0.9999806880950928,-0.032239530235528946,-0.4263072907924652,-0.12481052428483963,0.9999974966049194,-0.29721197485923767,-0.3521227240562439,0.060236088931560516,0.9998594522476196,0.18811163306236267,-0.40387874841690063,-0.2640453577041626,0.9989113211631775,-0.3451577425003052,-0.32257893681526184,0.2721022367477417,0.7848064303398132,0.1959613561630249,-0.47215667366981506,-0.41865769028663635,0.9853917360305786,-0.5221823453903198,-0.3811408579349518,0.38788682222366333,0.8783270120620728,0.19727909564971924,-0.484148770570755,-0.4422348141670227,0.9499924778938293,-0.5506741404533386,-0.39396151900291443,0.41470247507095337,0.8005446195602417,0.17582595348358154,-0.47933319211006165,-0.44872817397117615,0.9479424953460693,-0.5689474940299988,-0.379573792219162,0.41069892048835754,0.7945297956466675,0.1853485405445099,-0.4706130623817444,-0.4234220087528229,0.9250633716583252,-0.5310136079788208,-0.3796609044075012,0.38965433835983276,0.7904824018478394,0.09909602254629135,-0.021435219794511795,-0.0650627613067627,0.9999256730079651,-0.10026592761278152,0.021133454516530037,0.06545259058475494,0.9998068809509277,-0.03564928099513054,0.2586708068847656,-0.3532498776912689,0.9938002824783325,-0.2730911076068878,0.22216713428497314,-0.14052538573741913,0.9661585092544556,0.0808660164475441,0.5975947976112366,-0.40969327092170715,0.9915111660957336,-0.18685035407543182,0.5952577590942383,-0.17075833678245544,0.9451765418052673,0.10342270135879517,0.6435530185699463,-0.4187184274196625,0.9713834524154663,-0.17451070249080658,0.6480821371078491,-0.17925462126731873,0.9393624663352966,0.029447704553604126,0.7154316306114197,-0.5274985432624817,0.9907653331756592,-0.272922545671463,0.7416305541992188,-0.25448504090309143,0.9651986956596375
dataset\badform\324.jpg,1,-0.39065754413604736,-0.4087844491004944,-0.0979241281747818,0.9999783635139465,-0.39276570081710815,-0.4489113986492157,-0.11634957045316696,0.999986469745636,-0.392387717962265,-0.4492822289466858,-0.11546879261732101,0.9999903440475464,-0.3928399682044983,-0.4496402144432068,-0.11550889909267426,0.9999892115592957,-0.40259838104248047,-0.44461870193481445,-0.08103383332490921,0.9999707937240601,-0.40282225608825684,-0.44516676664352417,-0.08267419040203094,0.9999735951423645,-0.4037523567676544,-0.44622695446014404,-0.08155457675457001,0.9999728798866272,-0.2801072895526886,-0.4982646405696869,-0.1371219903230667,0.9999954104423523,-0.34068119525909424,-0.4812066853046417,0.005725888069719076,0.9999902844429016,-0.3333755433559418,-0.41414546966552734,-0.10517328232526779,0.9999968409538269,-0.35031813383102417,-0.40753844380378723,-0.06282311677932739,0.9999814033508301,-0.03666112944483757,-0.4295845925807953,-0.09153240919113159,0.9999976754188538,-0.30091965198516846,-0.36299794912338257,0.09849196672439575,0.9998641610145569,0.18364477157592773,-0.40550360083580017,-0.2303248643875122,0.9989632964134216,-0.3556612730026245,-0.34177297353744507,0.3359825909137726,0.7811610698699951,0.19450780749320984,-0.47881218791007996,-0.3731563687324524,0.986492931842804,-0.5416408181190491,-0.4026395380496979,0.4758276045322418,0.8788367509841919,0.20348869264125824,-0.4947830140590668,-0.39419829845428467,0.9536073803901672,-0.5723918676376343,-0.41640907526016235,0.5020888447761536,0.800105094909668,0.18163740634918213,-0.48740750551223755,-0.40132731199264526,0.9517167210578918,-0.5879421234130859,-0.40615466237068176,0.5003223419189453,0.794382631778717,0.18572336435317993,-0.477105051279068,-0.37786832451820374,0.9302261471748352,-0.5506808757781982,-0.4017026722431183,0.4782673120498657,0.7903821468353271,0.09959607571363449,-0.021572662517428398,-0.06501684337854385,0.9999262690544128,-0.10075706243515015,0.021281665191054344,0.06542465835809708,0.9998067617416382,-0.039382997900247574,0.2503128945827484,-0.36065492033958435,0.9933086037635803,-0.27409905195236206,0.21651200950145721,-0.14638015627861023,0.9650185704231262,0.07853595912456512,0.5814586281776428,-0.40953952074050903,0.991065502166748,-0.20047901570796967,0.5820488333702087,-0.17251364886760712,0.9405881762504578,0.09981247782707214,0.6271545886993408,-0.4184238016605377,0.9693199992179871,-0.19111089408397675,0.6348704695701599,-0.1802278608083725,0.9358998537063599,0.030209410935640335,0.7057721018791199,-0.5258182883262634,0.9904336333274841,-0.2947532832622528,0.7275140285491943,-0.25680679082870483,0.96368807554245
dataset\badform\325.jpg,1,-0.40009045600891113,-0.40767335891723633,-0.10675284266471863,0.9999796152114868,-0.40329709649086,-0.4481324851512909,-0.12411107867956161,0.9999871850013733,-0.4029202163219452,-0.4485156834125519,-0.12326976656913757,0.9999908208847046,-0.40336623787879944,-0.4488234221935272,-0.12333370745182037,0.9999898076057434,-0.4116113483905792,-0.44381093978881836,-0.08989136666059494,0.9999722838401794,-0.4116983115673065,-0.44440293312072754,-0.09148387610912323,0.9999748468399048,-0.41271451115608215,-0.4455060064792633,-0.09025129675865173,0.9999741911888123,-0.29138895869255066,-0.4964572489261627,-0.13882192969322205,0.9999956488609314,-0.3473832905292511,-0.47849467396736145,-0.000439860945334658,0.9999904632568359,-0.34269794821739197,-0.4120321571826935,-0.11144265532493591,0.9999969601631165,-0.35828399658203125,-0.4064524173736572,-0.07013455778360367,0.9999818801879883,-0.037245914340019226,-0.42650312185287476,-0.08395315706729889,0.9999977946281433,-0.3136579394340515,-0.3582199513912201,0.09386225044727325,0.9998659491539001,0.18117240071296692,-0.40455734729766846,-0.22701582312583923,0.9989960789680481,-0.3817567527294159,-0.3419603109359741,0.33451130986213684,0.782366931438446,0.1929183304309845,-0.4798015356063843,-0.36382025480270386,0.9872543215751648,-0.5792611837387085,-0.40501904487609863,0.4269956052303314,0.8792183995246887,0.20437560975551605,-0.4981584846973419,-0.3790956735610962,0.9561747908592224,-0.6078646183013916,-0.4205973148345947,0.44493603706359863,0.7993379831314087,0.18215322494506836,-0.491743803024292,-0.38513219356536865,0.954443633556366,-0.6230980157852173,-0.4134334623813629,0.43956199288368225,0.7943962812423706,0.1849258840084076,-0.47833165526390076,-0.3671969771385193,0.9340350031852722,-0.5875833034515381,-0.4046865701675415,0.425772100687027,0.7907133102416992,0.10160470008850098,-0.02216825820505619,-0.06479544192552567,0.9999277591705322,-0.10264366865158081,0.021851876750588417,0.06525176763534546,0.9998056292533875,-0.038300007581710815,0.23276804387569427,-0.38518181443214417,0.9932529926300049,-0.2739623486995697,0.21210776269435883,-0.1614430695772171,0.9653054475784302,0.07334407418966293,0.5622606873512268,-0.41411134600639343,0.9907983541488647,-0.20696140825748444,0.5710169076919556,-0.1787714958190918,0.9400796294212341,0.09284801036119461,0.6088218092918396,-0.42060476541519165,0.9680191278457642,-0.19894373416900635,0.6232123970985413,-0.18523119390010834,0.9360315203666687,0.028829295188188553,0.6902626156806946,-0.5312160849571228,0.9902785420417786,-0.30226677656173706,0.7056165337562561,-0.26311028003692627,0.9637952446937561
dataset\badform\326.jpg,1,-0.41244396567344666,-0.38121917843818665,-0.2047533541917801,0.9999808669090271,-0.41204503178596497,-0.4229973256587982,-0.2220384031534195,0.9999879002571106,-0.4116160571575165,-0.42349720001220703,-0.22130878269672394,0.9999912977218628,-0.4121026396751404,-0.4236508309841156,-0.22129394114017487,0.9999902844429016,-0.42111051082611084,-0.41824138164520264,-0.1891440451145172,0.9999738335609436,-0.42131507396698,-0.4187752604484558,-0.19087550044059753,0.9999763369560242,-0.42235904932022095,-0.4200522303581238,-0.18935352563858032,0.9999758005142212,-0.2989092171192169,-0.4626895487308502,-0.2256794422864914,0.9999958872795105,-0.35838013887405396,-0.4455314874649048,-0.09324472397565842,0.9999910593032837,-0.3559819161891937,-0.38165542483329773,-0.20498709380626678,0.999997079372406,-0.37244775891304016,-0.3759654760360718,-0.16546915471553802,0.9999827742576599,-0.047906555235385895,-0.394027978181839,-0.14603778719902039,0.9999977350234985,-0.3290223181247711,-0.35112839937210083,0.013755056075751781,0.9998687505722046,0.18041232228279114,-0.40005797147750854,-0.27629804611206055,0.9990285038948059,-0.4030230641365051,-0.35072463750839233,0.26676321029663086,0.785925030708313,0.18996688723564148,-0.47523289918899536,-0.3771638572216034,0.9869431853294373,-0.6002829074859619,-0.40553486347198486,0.40136048197746277,0.8768555521965027,0.20265035331249237,-0.4949628710746765,-0.38233307003974915,0.9538324475288391,-0.6283750534057617,-0.41991764307022095,0.4273238778114319,0.7930014729499817,0.17499135434627533,-0.48819419741630554,-0.3871488869190216,0.9523495435714722,-0.6419274806976318,-0.41217803955078125,0.4202674627304077,0.7880674004554749,0.1799100935459137,-0.47252804040908813,-0.3796827495098114,0.9321929812431335,-0.6085682511329651,-0.40417054295539856,0.4016057252883911,0.7859829664230347,0.10189513862133026,-0.021929895505309105,-0.06457927823066711,0.9999246597290039,-0.10297374427318573,0.021570805460214615,0.06505181640386581,0.9998012185096741,-0.0403236523270607,0.2057969868183136,-0.4019494354724884,0.993369996547699,-0.2749466001987457,0.16683325171470642,-0.16856266558170319,0.9653649926185608,0.06867857277393341,0.5328373908996582,-0.4106050729751587,0.9905526638031006,-0.20719221234321594,0.5238771438598633,-0.1760920286178589,0.9417233467102051,0.08827945590019226,0.5802634358406067,-0.4134175479412079,0.9680419564247131,-0.19862066209316254,0.5771426558494568,-0.1820443570613861,0.9380455017089844,0.023453950881958008,0.6559352278709412,-0.517737627029419,0.9900783896446228,-0.3015870451927185,0.6617414355278015,-0.2586734890937805,0.9645376801490784
